province_name,town_name,type_of_water_source,number_of_people_served,visit_count
Akatsi,Harare,well,388,1
Akatsi,Harare,well,248,1
Akatsi,Harare,well,228,1
Akatsi,Harare,shared_tap,2056,1
Akatsi,Harare,shared_tap,2056,2
Akatsi,Harare,shared_tap,2056,3
Akatsi,Harare,shared_tap,2056,4
Akatsi,Harare,shared_tap,2056,5
Akatsi,Harare,shared_tap,2056,6
Akatsi,Harare,shared_tap,2056,7
Akatsi,Harare,shared_tap,2056,8
Akatsi,Harare,tap_in_home_broken,890,1
Akatsi,Harare,well,344,1
Akatsi,Harare,tap_in_home,726,1
Akatsi,Harare,tap_in_home,792,1
Akatsi,Harare,well,388,1
Akatsi,Harare,tap_in_home_broken,732,1
Akatsi,Harare,tap_in_home_broken,996,1
Akatsi,Harare,tap_in_home_broken,522,1
Akatsi,Harare,well,176,1
Akatsi,Harare,tap_in_home_broken,830,1
Akatsi,Harare,tap_in_home,618,1
Akatsi,Harare,tap_in_home_broken,992,1
Akatsi,Harare,tap_in_home,492,1
Akatsi,Harare,well,398,1
Akatsi,Harare,tap_in_home,838,1
Akatsi,Harare,well,360,1
Akatsi,Harare,well,280,1
Akatsi,Harare,tap_in_home,750,1
Akatsi,Harare,well,270,1
Akatsi,Harare,tap_in_home_broken,528,1
Akatsi,Harare,well,210,1
Akatsi,Harare,river,638,1
Akatsi,Harare,well,388,1
Akatsi,Harare,well,204,1
Akatsi,Harare,tap_in_home,922,1
Akatsi,Harare,well,388,1
Akatsi,Harare,well,256,1
Akatsi,Harare,well,214,1
Akatsi,Harare,well,276,1
Akatsi,Harare,river,676,1
Akatsi,Harare,well,234,1
Akatsi,Harare,tap_in_home,516,1
Akatsi,Harare,tap_in_home,666,1
Akatsi,Harare,tap_in_home,772,1
Akatsi,Harare,tap_in_home_broken,600,1
Akatsi,Harare,well,378,1
Akatsi,Harare,tap_in_home_broken,608,1
Akatsi,Harare,well,276,1
Akatsi,Harare,well,222,1
Akatsi,Harare,well,398,1
Akatsi,Harare,well,282,1
Akatsi,Harare,tap_in_home,858,1
Akatsi,Harare,tap_in_home,622,1
Akatsi,Harare,shared_tap,1600,1
Akatsi,Harare,tap_in_home,748,1
Akatsi,Harare,well,372,1
Akatsi,Harare,well,254,1
Akatsi,Harare,well,230,1
Akatsi,Harare,well,184,1
Akatsi,Harare,well,174,1
Akatsi,Harare,tap_in_home,584,1
Akatsi,Harare,well,178,1
Akatsi,Harare,tap_in_home,546,1
Akatsi,Harare,well,308,1
Akatsi,Harare,tap_in_home_broken,730,1
Akatsi,Harare,tap_in_home_broken,374,1
Akatsi,Harare,well,324,1
Akatsi,Harare,tap_in_home,312,1
Akatsi,Harare,well,304,1
Akatsi,Harare,tap_in_home,342,1
Akatsi,Harare,well,378,1
Akatsi,Harare,tap_in_home,820,1
Akatsi,Harare,tap_in_home,634,1
Akatsi,Harare,well,310,1
Akatsi,Harare,well,314,1
Akatsi,Harare,tap_in_home,504,1
Akatsi,Harare,well,336,1
Akatsi,Harare,well,242,1
Akatsi,Harare,well,366,1
Akatsi,Harare,well,310,1
Akatsi,Harare,well,278,1
Akatsi,Harare,tap_in_home,856,1
Akatsi,Harare,well,210,1
Akatsi,Harare,river,918,1
Akatsi,Harare,tap_in_home_broken,610,1
Akatsi,Harare,tap_in_home_broken,476,1
Akatsi,Harare,well,208,1
Akatsi,Harare,shared_tap,2632,1
Akatsi,Harare,shared_tap,2632,2
Akatsi,Harare,shared_tap,2632,3
Akatsi,Harare,shared_tap,2632,4
Akatsi,Harare,shared_tap,2632,5
Akatsi,Harare,shared_tap,2632,6
Akatsi,Harare,shared_tap,2632,7
Akatsi,Harare,shared_tap,2632,8
Akatsi,Harare,tap_in_home_broken,670,1
Akatsi,Harare,well,174,1
Akatsi,Harare,well,162,1
Akatsi,Harare,tap_in_home,798,1
Akatsi,Harare,tap_in_home,754,1
Akatsi,Harare,well,378,1
Akatsi,Harare,well,316,1
Akatsi,Harare,well,352,1
Akatsi,Harare,tap_in_home,578,1
Akatsi,Harare,tap_in_home,714,1
Akatsi,Harare,well,252,1
Akatsi,Harare,river,442,1
Akatsi,Harare,well,186,1
Akatsi,Harare,tap_in_home_broken,688,1
Akatsi,Harare,shared_tap,2280,1
Akatsi,Harare,well,336,1
Akatsi,Harare,well,282,1
Akatsi,Harare,tap_in_home,514,1
Akatsi,Harare,well,258,1
Akatsi,Harare,tap_in_home_broken,706,1
Akatsi,Harare,tap_in_home,512,1
Akatsi,Harare,tap_in_home,676,1
Akatsi,Harare,shared_tap,3866,1
Akatsi,Harare,shared_tap,3866,2
Akatsi,Harare,shared_tap,3866,3
Akatsi,Harare,shared_tap,3866,4
Akatsi,Harare,shared_tap,3866,5
Akatsi,Harare,shared_tap,3866,6
Akatsi,Harare,shared_tap,3866,7
Akatsi,Harare,shared_tap,3866,8
Akatsi,Harare,tap_in_home,536,1
Akatsi,Harare,well,260,1
Akatsi,Harare,well,390,1
Akatsi,Harare,shared_tap,3456,1
Akatsi,Harare,shared_tap,3456,2
Akatsi,Harare,shared_tap,3456,3
Akatsi,Harare,shared_tap,3456,4
Akatsi,Harare,shared_tap,3456,5
Akatsi,Harare,shared_tap,3456,6
Akatsi,Harare,shared_tap,3456,7
Akatsi,Harare,shared_tap,3456,8
Akatsi,Harare,tap_in_home,560,1
Akatsi,Harare,well,274,1
Akatsi,Harare,well,186,1
Akatsi,Harare,well,162,1
Akatsi,Harare,tap_in_home,940,1
Akatsi,Harare,tap_in_home_broken,334,1
Akatsi,Harare,tap_in_home_broken,758,1
Akatsi,Harare,well,210,1
Akatsi,Harare,tap_in_home_broken,360,1
Akatsi,Harare,well,316,1
Akatsi,Harare,tap_in_home,790,1
Akatsi,Harare,tap_in_home,732,1
Akatsi,Harare,tap_in_home_broken,654,1
Akatsi,Harare,tap_in_home_broken,914,1
Akatsi,Harare,tap_in_home_broken,622,1
Akatsi,Harare,tap_in_home_broken,670,1
Akatsi,Harare,shared_tap,2754,1
Akatsi,Harare,tap_in_home,856,1
Akatsi,Harare,well,272,1
Akatsi,Harare,tap_in_home_broken,812,1
Akatsi,Harare,well,322,1
Akatsi,Harare,well,388,1
Akatsi,Harare,well,182,1
Akatsi,Harare,tap_in_home_broken,842,1
Akatsi,Harare,well,162,1
Akatsi,Harare,well,318,1
Akatsi,Harare,tap_in_home,320,1
Akatsi,Harare,shared_tap,1570,1
Akatsi,Harare,tap_in_home_broken,642,1
Akatsi,Harare,well,202,1
Akatsi,Harare,well,302,1
Akatsi,Harare,well,230,1
Akatsi,Harare,well,312,1
Akatsi,Harare,tap_in_home,344,1
Akatsi,Harare,well,238,1
Akatsi,Harare,well,334,1
Akatsi,Harare,tap_in_home_broken,764,1
Akatsi,Harare,tap_in_home_broken,484,1
Akatsi,Harare,well,160,1
Akatsi,Harare,well,284,1
Akatsi,Harare,well,346,1
Akatsi,Harare,well,372,1
Akatsi,Harare,tap_in_home_broken,710,1
Akatsi,Harare,well,398,1
Akatsi,Harare,tap_in_home_broken,934,1
Akatsi,Harare,well,384,1
Akatsi,Harare,tap_in_home,498,1
Akatsi,Harare,tap_in_home_broken,422,1
Akatsi,Harare,well,294,1
Akatsi,Harare,well,188,1
Akatsi,Harare,tap_in_home_broken,740,1
Akatsi,Harare,tap_in_home_broken,542,1
Akatsi,Harare,well,264,1
Akatsi,Harare,tap_in_home,850,1
Akatsi,Harare,well,240,1
Akatsi,Harare,well,394,1
Akatsi,Harare,shared_tap,3840,1
Akatsi,Harare,well,366,1
Akatsi,Harare,well,184,1
Akatsi,Harare,well,230,1
Akatsi,Harare,tap_in_home,426,1
Akatsi,Harare,well,298,1
Akatsi,Harare,well,308,1
Akatsi,Harare,tap_in_home,982,1
Akatsi,Harare,well,344,1
Akatsi,Harare,well,214,1
Akatsi,Harare,well,378,1
Akatsi,Harare,well,184,1
Akatsi,Harare,well,338,1
Akatsi,Harare,well,326,1
Akatsi,Harare,tap_in_home,356,1
Akatsi,Harare,well,300,1
Akatsi,Harare,well,192,1
Akatsi,Harare,well,262,1
Akatsi,Harare,well,386,1
Akatsi,Harare,tap_in_home_broken,784,1
Akatsi,Harare,well,292,1
Akatsi,Harare,tap_in_home,508,1
Akatsi,Harare,tap_in_home,446,1
Akatsi,Harare,well,192,1
Akatsi,Harare,tap_in_home,354,1
Akatsi,Harare,tap_in_home_broken,552,1
Akatsi,Harare,well,194,1
Akatsi,Harare,well,340,1
Akatsi,Harare,river,724,1
Akatsi,Harare,well,340,1
Akatsi,Harare,tap_in_home_broken,574,1
Akatsi,Harare,tap_in_home_broken,942,1
Akatsi,Harare,tap_in_home_broken,376,1
Akatsi,Harare,well,302,1
Akatsi,Harare,well,388,1
Akatsi,Harare,well,362,1
Akatsi,Harare,tap_in_home_broken,916,1
Akatsi,Harare,tap_in_home,390,1
Akatsi,Harare,well,216,1
Akatsi,Harare,tap_in_home,468,1
Akatsi,Harare,tap_in_home,784,1
Akatsi,Harare,well,270,1
Akatsi,Harare,tap_in_home,386,1
Akatsi,Harare,river,600,1
Akatsi,Harare,tap_in_home_broken,354,1
Akatsi,Harare,tap_in_home,608,1
Akatsi,Harare,tap_in_home_broken,700,1
Akatsi,Harare,well,292,1
Akatsi,Harare,tap_in_home_broken,844,1
Akatsi,Harare,well,352,1
Akatsi,Harare,tap_in_home_broken,504,1
Akatsi,Harare,well,302,1
Akatsi,Harare,well,196,1
Akatsi,Harare,shared_tap,2538,1
Akatsi,Harare,shared_tap,2538,2
Akatsi,Harare,shared_tap,2538,3
Akatsi,Harare,shared_tap,2538,4
Akatsi,Harare,shared_tap,2538,5
Akatsi,Harare,shared_tap,2538,6
Akatsi,Harare,shared_tap,2538,7
Akatsi,Harare,shared_tap,2538,8
Akatsi,Harare,well,324,1
Akatsi,Harare,well,284,1
Akatsi,Harare,well,392,1
Akatsi,Harare,tap_in_home_broken,488,1
Akatsi,Harare,tap_in_home_broken,304,1
Akatsi,Harare,tap_in_home,648,1
Akatsi,Harare,well,322,1
Akatsi,Harare,tap_in_home_broken,970,1
Akatsi,Harare,well,240,1
Akatsi,Harare,well,172,1
Akatsi,Harare,well,192,1
Akatsi,Harare,tap_in_home,910,1
Akatsi,Harare,tap_in_home_broken,458,1
Akatsi,Harare,well,212,1
Akatsi,Harare,tap_in_home,516,1
Akatsi,Harare,well,330,1
Akatsi,Harare,tap_in_home_broken,884,1
Akatsi,Harare,well,250,1
Akatsi,Harare,tap_in_home,778,1
Akatsi,Harare,tap_in_home,816,1
Akatsi,Harare,shared_tap,854,1
Akatsi,Harare,tap_in_home_broken,722,1
Akatsi,Harare,well,254,1
Akatsi,Harare,tap_in_home,856,1
Akatsi,Harare,tap_in_home,718,1
Akatsi,Harare,tap_in_home_broken,756,1
Akatsi,Harare,tap_in_home,976,1
Akatsi,Harare,well,352,1
Akatsi,Harare,tap_in_home_broken,358,1
Akatsi,Harare,well,334,1
Akatsi,Harare,tap_in_home_broken,738,1
Akatsi,Harare,well,220,1
Akatsi,Harare,well,334,1
Akatsi,Harare,well,296,1
Akatsi,Harare,well,378,1
Akatsi,Harare,well,196,1
Akatsi,Harare,well,356,1
Akatsi,Harare,well,182,1
Akatsi,Harare,tap_in_home_broken,758,1
Akatsi,Harare,tap_in_home,482,1
Akatsi,Harare,well,242,1
Akatsi,Harare,tap_in_home,488,1
Akatsi,Harare,well,200,1
Akatsi,Harare,well,364,1
Akatsi,Harare,well,234,1
Akatsi,Harare,tap_in_home,964,1
Akatsi,Harare,well,168,1
Akatsi,Harare,well,296,1
Akatsi,Harare,well,186,1
Akatsi,Harare,tap_in_home_broken,526,1
Akatsi,Harare,well,364,1
Akatsi,Harare,tap_in_home,872,1
Akatsi,Harare,tap_in_home,474,1
Akatsi,Harare,well,260,1
Akatsi,Harare,shared_tap,510,1
Akatsi,Harare,tap_in_home,706,1
Akatsi,Harare,tap_in_home,874,1
Akatsi,Harare,tap_in_home_broken,630,1
Akatsi,Harare,tap_in_home,882,1
Akatsi,Harare,tap_in_home_broken,840,1
Akatsi,Harare,tap_in_home_broken,328,1
Akatsi,Harare,well,234,1
Akatsi,Harare,tap_in_home,600,1
Akatsi,Harare,tap_in_home,482,1
Akatsi,Harare,tap_in_home_broken,980,1
Akatsi,Harare,tap_in_home_broken,948,1
Akatsi,Harare,tap_in_home_broken,464,1
Akatsi,Harare,well,210,1
Akatsi,Harare,well,386,1
Akatsi,Harare,tap_in_home,822,1
Akatsi,Harare,well,284,1
Akatsi,Harare,well,292,1
Akatsi,Harare,tap_in_home,838,1
Akatsi,Harare,well,244,1
Akatsi,Harare,tap_in_home_broken,812,1
Akatsi,Harare,tap_in_home_broken,944,1
Akatsi,Harare,tap_in_home,560,1
Akatsi,Harare,well,350,1
Akatsi,Harare,well,316,1
Akatsi,Harare,well,340,1
Akatsi,Harare,tap_in_home_broken,726,1
Akatsi,Harare,well,196,1
Akatsi,Harare,well,394,1
Akatsi,Harare,well,216,1
Akatsi,Harare,well,292,1
Akatsi,Harare,well,256,1
Akatsi,Harare,shared_tap,2666,1
Akatsi,Harare,shared_tap,2666,2
Akatsi,Harare,shared_tap,2666,3
Akatsi,Harare,shared_tap,2666,4
Akatsi,Harare,shared_tap,2666,5
Akatsi,Harare,shared_tap,2666,6
Akatsi,Harare,shared_tap,2666,7
Akatsi,Harare,shared_tap,2666,8
Akatsi,Harare,well,342,1
Akatsi,Harare,tap_in_home,986,1
Akatsi,Harare,well,304,1
Akatsi,Harare,tap_in_home,452,1
Akatsi,Harare,well,252,1
Akatsi,Harare,tap_in_home,904,1
Akatsi,Harare,well,274,1
Akatsi,Harare,well,274,1
Akatsi,Harare,well,386,1
Akatsi,Harare,well,332,1
Akatsi,Harare,tap_in_home_broken,498,1
Akatsi,Harare,tap_in_home,828,1
Akatsi,Harare,well,288,1
Akatsi,Harare,tap_in_home_broken,820,1
Akatsi,Harare,tap_in_home,756,1
Akatsi,Harare,well,362,1
Akatsi,Harare,well,272,1
Akatsi,Harare,well,164,1
Akatsi,Harare,tap_in_home_broken,778,1
Akatsi,Harare,tap_in_home,904,1
Akatsi,Harare,tap_in_home,460,1
Akatsi,Harare,tap_in_home_broken,670,1
Akatsi,Harare,well,244,1
Akatsi,Harare,well,272,1
Akatsi,Harare,tap_in_home_broken,806,1
Akatsi,Harare,well,242,1
Akatsi,Harare,well,344,1
Akatsi,Harare,tap_in_home_broken,800,1
Akatsi,Harare,well,370,1
Akatsi,Harare,tap_in_home,542,1
Akatsi,Harare,well,202,1
Akatsi,Harare,tap_in_home,506,1
Akatsi,Harare,tap_in_home,518,1
Akatsi,Harare,tap_in_home,924,1
Akatsi,Harare,well,390,1
Akatsi,Harare,well,334,1
Akatsi,Harare,tap_in_home_broken,816,1
Akatsi,Harare,tap_in_home,924,1
Akatsi,Harare,tap_in_home,718,1
Akatsi,Harare,tap_in_home_broken,732,1
Akatsi,Harare,well,202,1
Akatsi,Harare,river,842,1
Akatsi,Harare,well,336,1
Akatsi,Harare,tap_in_home,392,1
Akatsi,Harare,well,322,1
Akatsi,Harare,well,192,1
Akatsi,Harare,tap_in_home_broken,408,1
Akatsi,Harare,tap_in_home_broken,990,1
Akatsi,Harare,well,196,1
Akatsi,Harare,well,368,1
Akatsi,Harare,well,186,1
Akatsi,Harare,tap_in_home,418,1
Akatsi,Harare,well,166,1
Akatsi,Harare,well,336,1
Akatsi,Harare,tap_in_home_broken,408,1
Akatsi,Harare,well,308,1
Akatsi,Harare,well,290,1
Akatsi,Harare,tap_in_home_broken,654,1
Akatsi,Harare,tap_in_home,522,1
Akatsi,Harare,well,214,1
Akatsi,Harare,well,184,1
Akatsi,Harare,well,252,1
Akatsi,Harare,tap_in_home,618,1
Akatsi,Harare,tap_in_home,382,1
Akatsi,Harare,well,160,1
Akatsi,Harare,tap_in_home_broken,628,1
Akatsi,Harare,river,406,1
Akatsi,Harare,well,342,1
Akatsi,Harare,tap_in_home_broken,572,1
Akatsi,Harare,well,262,1
Akatsi,Harare,well,280,1
Akatsi,Harare,tap_in_home_broken,926,1
Akatsi,Harare,well,188,1
Akatsi,Harare,well,334,1
Akatsi,Harare,tap_in_home,796,1
Akatsi,Harare,well,350,1
Akatsi,Harare,tap_in_home_broken,680,1
Akatsi,Harare,tap_in_home,414,1
Akatsi,Harare,tap_in_home,666,1
Akatsi,Harare,well,340,1
Akatsi,Harare,tap_in_home,806,1
Akatsi,Harare,well,326,1
Akatsi,Harare,tap_in_home_broken,586,1
Akatsi,Harare,well,212,1
Akatsi,Harare,tap_in_home_broken,732,1
Akatsi,Harare,river,542,1
Akatsi,Harare,well,386,1
Akatsi,Harare,shared_tap,830,1
Akatsi,Harare,shared_tap,830,2
Akatsi,Harare,shared_tap,830,3
Akatsi,Harare,shared_tap,830,4
Akatsi,Harare,shared_tap,830,5
Akatsi,Harare,shared_tap,830,6
Akatsi,Harare,shared_tap,830,7
Akatsi,Harare,shared_tap,830,8
Akatsi,Harare,well,274,1
Akatsi,Harare,tap_in_home_broken,700,1
Akatsi,Harare,well,338,1
Akatsi,Harare,tap_in_home,416,1
Akatsi,Harare,well,324,1
Akatsi,Harare,well,384,1
Akatsi,Harare,well,186,1
Akatsi,Harare,well,302,1
Akatsi,Harare,well,172,1
Akatsi,Harare,well,184,1
Akatsi,Harare,tap_in_home,732,1
Akatsi,Harare,tap_in_home,368,1
Akatsi,Harare,tap_in_home_broken,536,1
Akatsi,Harare,well,356,1
Akatsi,Harare,well,240,1
Akatsi,Harare,well,192,1
Akatsi,Harare,well,372,1
Akatsi,Harare,well,246,1
Akatsi,Harare,tap_in_home_broken,542,1
Akatsi,Harare,tap_in_home_broken,696,1
Akatsi,Harare,well,300,1
Akatsi,Harare,tap_in_home_broken,570,1
Akatsi,Harare,well,184,1
Akatsi,Harare,tap_in_home_broken,518,1
Akatsi,Harare,tap_in_home,314,1
Akatsi,Harare,tap_in_home,398,1
Akatsi,Harare,shared_tap,2944,1
Akatsi,Harare,shared_tap,2944,2
Akatsi,Harare,shared_tap,2944,3
Akatsi,Harare,shared_tap,2944,4
Akatsi,Harare,shared_tap,2944,5
Akatsi,Harare,shared_tap,2944,6
Akatsi,Harare,shared_tap,2944,7
Akatsi,Harare,shared_tap,2944,8
Akatsi,Harare,well,238,1
Akatsi,Harare,shared_tap,664,1
Akatsi,Harare,shared_tap,664,2
Akatsi,Harare,shared_tap,664,3
Akatsi,Harare,shared_tap,664,4
Akatsi,Harare,shared_tap,664,5
Akatsi,Harare,shared_tap,664,6
Akatsi,Harare,shared_tap,664,7
Akatsi,Harare,shared_tap,664,8
Akatsi,Harare,tap_in_home,400,1
Akatsi,Harare,well,262,1
Akatsi,Harare,tap_in_home_broken,700,1
Akatsi,Harare,tap_in_home,542,1
Akatsi,Harare,well,376,1
Akatsi,Harare,well,396,1
Akatsi,Harare,well,244,1
Akatsi,Harare,well,300,1
Akatsi,Harare,tap_in_home,738,1
Akatsi,Harare,well,190,1
Akatsi,Harare,tap_in_home_broken,950,1
Akatsi,Harare,tap_in_home,518,1
Akatsi,Harare,well,286,1
Akatsi,Harare,well,328,1
Akatsi,Harare,well,372,1
Akatsi,Harare,well,294,1
Akatsi,Harare,tap_in_home_broken,990,1
Akatsi,Harare,well,292,1
Akatsi,Harare,well,162,1
Akatsi,Harare,river,602,1
Akatsi,Harare,tap_in_home_broken,482,1
Akatsi,Harare,tap_in_home,310,1
Akatsi,Harare,well,332,1
Akatsi,Harare,tap_in_home_broken,394,1
Akatsi,Harare,tap_in_home_broken,422,1
Akatsi,Harare,tap_in_home,518,1
Akatsi,Harare,well,162,1
Akatsi,Harare,tap_in_home,418,1
Akatsi,Harare,tap_in_home,660,1
Akatsi,Harare,tap_in_home,754,1
Akatsi,Harare,tap_in_home_broken,862,1
Akatsi,Harare,well,268,1
Akatsi,Harare,well,196,1
Akatsi,Harare,tap_in_home,406,1
Akatsi,Harare,tap_in_home_broken,412,1
Akatsi,Harare,shared_tap,3082,1
Akatsi,Harare,shared_tap,398,1
Akatsi,Harare,well,394,1
Akatsi,Harare,tap_in_home,752,1
Akatsi,Harare,tap_in_home_broken,656,1
Akatsi,Harare,well,258,1
Akatsi,Harare,tap_in_home_broken,670,1
Akatsi,Harare,tap_in_home_broken,494,1
Akatsi,Harare,well,226,1
Akatsi,Harare,well,232,1
Akatsi,Harare,tap_in_home,888,1
Akatsi,Harare,well,232,1
Akatsi,Harare,tap_in_home,490,1
Akatsi,Harare,tap_in_home,792,1
Akatsi,Harare,tap_in_home_broken,584,1
Akatsi,Harare,tap_in_home_broken,526,1
Akatsi,Harare,tap_in_home_broken,654,1
Akatsi,Harare,tap_in_home_broken,342,1
Akatsi,Harare,shared_tap,3664,1
